1.17,2c201229fbc237aec92c04710042e446675d2c2b7766500465d410aad491d895
1.83,78d12a2c507a481c4fd4feb2ac848a0a74880f3471f8c0909c99cf2f1fb21e7f
2.96,ac533b9f728840e04598c321e4709428635fadb1bfbb89274541bfee9f8e40b4
1.43,52efaf9c81610fb02e46724af126d26642b51c4216403f5c585841528a16165d
1.70,6e3e59b3c89af164b1199d7f9c974dd4a088ca667b9359b2cd573cd5401dcd78
3.96,c165eb4647ab25b00a494d4ecb0033cf6aeee3c90f7096eb6425b8033d3ca6e6
5.61,d3ce94008e3efd40e51e25625a6392502c40affb98809f5e4ac7d1bc6d211bc9
2.15,8cd24c9084e3f3c9bbead52f69e93c2ec51d1deeb57a2c8a9e22d5b80eb8c828
4.49,c8c0331e885f48173d364a610942c5f9021f684ffb9899ed4bb546873ad1ad8f
4.49,c8c0331e885f48173d364a610942c5f9021f684ffb9899ed4bb546873ad1ad8f
3.84,bf655bb048144563850d85a65767e6478751cd411892f137a9a7ccbd39e2f284
1.39,4e173e5b65e7cd8cf9f94ba5c6cfa3b309f785741267c627f07351195b9dc8e5
2.94,abaf76dfdc90765df2d41fac74810b6d8ae89e098d264867869b9a8375c32532
2.01,4e173e5b65e7cd8cf9f94ba5c6cfa3b309f785741267c627f07351195b9dc8e5
1.31,428d96248280d98b593b272cd81af11547c28d9e0ffd45df8826e92118f5a44d
1.27,3d663c763b2d06e714dadb8a272557067f016a53b20b172342767e6569308fd9
1.11,20f0457df536b9127a5226e673c4d7f6a3a40f454de2fe029ae70fde30a0cc31
2.04,86649781e4bfd618a036cba1d4890368787b56c48d9b0a31fa6955b67fad36e4
1.91,7e5c93d949efa4782a9dd69fde4d856af24cbe631f890a7fbfb58c5096c5b8a0
1.44,53dd302498a63be6169ac020292dc13683500f127dba609095b01c7cb2a181ef
5.84,d58a7f8d629f496aac7555f980cb1c728e6ac1864c0b5edab3eef29daf0cb87c
2.65,a29870f8507e0a64c3e8ff7aaa1e1cc00a8eca0683af87ac9d6865190bb2b803
1.07,19ea97954f40540671c93a85261d60c7ccfc2020289b1d58801833c708cfd9dd
2.38,97bb1c5a0e045f7b60d5cb1969e4170649df1e731d78e95a65640861a86ee91e
1.29,40309cb25d81c7d2ca7165d4331d66546be198c82aaa5a89bb0b4dcaa492b760
2.07,882853cde31d0e3b5a0d393c01df5457b3c8cb3d6fe8e845fd80fe0a485e02ac
1.30,41c32deb64276df713c466f8cc27f59bd3698a0d66cf78f3349d1d738ee12846
4.43,c80351f5d4cf02a85198023e4278fc8456ffd76410409629c576ab7b0810df4c
1.33,4570f18fcaf7bd3642bb470baef2832e53cbe06cc9778606c525d93d3857064b
2.46,9b41a1d282b85b4c00e9921aad473b4c8e96cfdd81d7063729327d3de5c459e5
